iter	Logloss
0	0.6523280338
1	0.61094418
2	0.5465883413
3	0.4980480583
4	0.4580631884
5	0.4315826002
6	0.415687972
7	0.3832723429
8	0.3616507431
9	0.3427646555
10	0.3191541406
11	0.3015001486
12	0.28642576
13	0.2693854014
14	0.2584593641
15	0.2420309411
16	0.2327121449
17	0.22782005
18	0.2191311573
19	0.2120269002
20	0.2055434057
21	0.1999509949
22	0.1936490398
23	0.1890289957
24	0.1850734076
25	0.1771070279
26	0.1696170342
27	0.1650284444
28	0.1585532893
29	0.1517399328
30	0.1470378527
31	0.1430805994
32	0.1398061652
33	0.138012488
34	0.134982207
35	0.1317208341
36	0.1268618524
37	0.1235169558
38	0.1201545121
39	0.1175746855
40	0.1128700241
41	0.1106611519
42	0.1082201578
43	0.1052654389
44	0.1011146376
45	0.09909001699
46	0.09630162052
47	0.09277291024
48	0.09069163025
49	0.0885469147
50	0.08722309071
51	0.08535837022
52	0.0836755419
53	0.08294185131
54	0.08038154552
55	0.07883416732
56	0.07693085035
57	0.07573741837
58	0.0747271607
59	0.07263477738
60	0.07148507889
61	0.07009481615
62	0.06817192344
63	0.06651370312
64	0.06492189863
65	0.0642592192
66	0.06275943491
67	0.06159836151
68	0.06039462997
69	0.05954525426
70	0.05848062189
71	0.05726972264
72	0.05635972048
73	0.05529491207
74	0.05471824172
75	0.05365605594
76	0.05229884383
77	0.05100866762
78	0.0503174522
79	0.04951343643
80	0.04875307476
81	0.04751205425
82	0.04662818016
83	0.04594774712
84	0.04449251377
85	0.0441158959
86	0.04364492513
87	0.0430148735
88	0.04238478455
89	0.04213125792
90	0.04185470256
91	0.04119030402
92	0.0407751607
93	0.03988674171
94	0.03926962207
95	0.0389307535
96	0.0385262535
97	0.03777369299
98	0.03729632187
99	0.03712732149
100	0.03674597429
101	0.0364198731
102	0.03586563349
103	0.03581017388
104	0.03482052425
105	0.03460927278
106	0.0341790894
107	0.03362181957
108	0.03297417273
109	0.0327128335
110	0.03182307985
111	0.03159608746
112	0.0313570552
113	0.0308481236
114	0.03024466004
115	0.02971320751
116	0.02894105324
117	0.02839520313
118	0.02796783911
119	0.02764191291
120	0.02726349958
121	0.02675842996
122	0.0265567585
123	0.02640776271
124	0.02605340084
125	0.02573080138
126	0.025601167
127	0.02541261917
128	0.02530207078
129	0.02495766706
130	0.02447037857
131	0.02416290269
132	0.0239776927
133	0.02375435086
134	0.02349865203
135	0.02347260235
136	0.02324848011
137	0.02317649495
138	0.02267480044
139	0.02223069756
140	0.02204536562
141	0.02170214698
142	0.02145875017
143	0.0214014766
144	0.02126520079
145	0.02107981211
146	0.0210544758
147	0.02044238665
148	0.0201625228
149	0.02002863924
150	0.01980521301
151	0.0194317837
152	0.01912962725
153	0.01906847964
154	0.0189833926
155	0.01895799687
156	0.01863030626
157	0.0185622088
158	0.01854713821
159	0.01837044456
160	0.01835399415
161	0.01831692565
162	0.01786141981
163	0.01763261244
164	0.01749038446
165	0.01747711449
166	0.01731012643
167	0.01714616361
168	0.017009641
169	0.01699733164
170	0.01692365175
171	0.01672877314
172	0.01649413864
173	0.01634310627
174	0.01607465902
175	0.01576597783
176	0.01557899714
177	0.01553993326
178	0.01552677574
179	0.01546246366
180	0.0152667297
181	0.01508165692
182	0.01507186783
183	0.01489315122
184	0.01485540887
185	0.01469933237
186	0.01450356011
187	0.01427973843
188	0.01420261922
189	0.0141553787
190	0.01391326244
191	0.01359427524
192	0.01355202624
193	0.01348972844
194	0.01318862821
195	0.01293215352
196	0.01273472959
197	0.01265710986
198	0.01259559627
199	0.01229368685
200	0.01223710123
201	0.01191810296
202	0.01174289537
203	0.0116629129
204	0.01163140478
205	0.01149560655
206	0.01124810746
207	0.0111761323
208	0.01115498708
209	0.01109669307
210	0.0109146301
211	0.01087885709
212	0.0108259923
213	0.01079958554
214	0.01062389452
215	0.01049145643
216	0.01047260087
217	0.01044796714
218	0.0102789021
219	0.01026207607
220	0.01014176414
221	0.009939815155
222	0.009746863356
223	0.009702265547
224	0.009520693624
225	0.009505183728
226	0.009487042093
227	0.009450669618
228	0.0094291755
229	0.00941474598
230	0.009277955695
231	0.009159092982
232	0.009142472758
233	0.009044144936
234	0.009030158509
235	0.00894785045
236	0.008904704633
237	0.008891690173
238	0.00873943162
239	0.008726776287
240	0.008693343531
241	0.008662291593
242	0.008644651984
243	0.008541076322
244	0.008473637964
245	0.008357347987
246	0.008346137815
247	0.008275218897
248	0.008144054762
249	0.008130546144
250	0.00811732709
251	0.008110206113
252	0.007974224271
253	0.00795838801
254	0.007948342863
255	0.007819861985
256	0.007813166986
257	0.007728754849
258	0.007703845763
259	0.007693470981
260	0.007613653614
261	0.007497431633
262	0.007482766919
263	0.007344584757
264	0.007329997559
265	0.00728188625
266	0.007270861914
267	0.007257615669
268	0.007205832701
269	0.007162337671
270	0.007099681042
271	0.007080313387
272	0.006944578268
273	0.006936229126
274	0.006926183625
275	0.006868274821
276	0.006860054921
277	0.006852201259
278	0.006798587103
279	0.006781062638
280	0.006718807648
281	0.006703946022
282	0.006587486129
283	0.006575792212
284	0.006553497286
285	0.006529015083
286	0.00648080478
287	0.006471899996
288	0.006387132429
289	0.006376165108
290	0.006369105831
291	0.006325455609
292	0.006222123223
293	0.006216129498
294	0.00620575152
295	0.006153795007
296	0.006046443635
297	0.006019023334
298	0.006012694058
299	0.0060064295
