iter	Logloss
346	0.006239127783
347	0.006217901426
348	0.006160304628
349	0.006091516146
350	0.006067447128
351	0.00603033188
352	0.006028100693
353	0.005992910292
354	0.005990774395
355	0.005966252781
356	0.005920228102
357	0.00587636729
358	0.005876324605
359	0.005875475432
360	0.005875387865
361	0.005873331455
362	0.005872094571
363	0.005870288578
364	0.005868591866
365	0.005866812708
366	0.005864764546
367	0.005863182796
368	0.005861405573
369	0.005859354143
370	0.005825249184
371	0.005825110929
372	0.005804227056
373	0.005774692731
374	0.005772794304
375	0.005770948744
376	0.005769205246
377	0.005768398653
378	0.00576658235
379	0.005745630589
380	0.005743781547
381	0.005741999519
382	0.005711452331
383	0.005709678668
384	0.005708263849
385	0.005685653863
386	0.005685343898
387	0.005684496892
388	0.005683923555
389	0.005682699585
390	0.005654504766
391	0.005601199349
392	0.005599862772
393	0.005585902302
394	0.005584704682
395	0.005571131442
396	0.005559137824
397	0.005547460878
398	0.005535585248
399	0.005507074496
400	0.005486029545
401	0.005475040197
402	0.005456137705
403	0.005438521676
404	0.005418760657
405	0.005408315754
406	0.005397859902
407	0.005378809792
408	0.005368372351
409	0.005349088053
410	0.005339318284
411	0.00530391476
412	0.005274971922
413	0.00524794396
414	0.005222971041
415	0.005205852551
416	0.005180072828
417	0.005162665612
418	0.005147030004
419	0.00512304393
420	0.005100998219
421	0.005076094467
422	0.005043092409
423	0.00501941524
424	0.004995513903
425	0.00498672325
426	0.004961995962
427	0.004941114971
428	0.0049035018
429	0.004897220529
430	0.004891524276
431	0.004891491348
432	0.004886724789
433	0.004877479129
434	0.00487751147
435	0.004868548357
436	0.004859817674
437	0.00485968432
438	0.004855128672
439	0.004827532603
440	0.004819199699
441	0.004819170726
442	0.004803500447
443	0.004800758211
444	0.004792549082
445	0.004784463365
446	0.004769063981
447	0.00476120697
448	0.004740449063
449	0.004732781473
450	0.004732781473
451	0.004721009613
452	0.004705497117
453	0.00469120742
454	0.004683762894
455	0.004680111911
456	0.004680085425
457	0.004668170358
458	0.004650319288
459	0.004647188661
460	0.004647143503
461	0.004647036739
462	0.004644553508
463	0.004644599541
464	0.004637162884
465	0.004632034589
466	0.00462771386
467	0.004624956193
468	0.004610747603
469	0.004590584941
470	0.00458656533
471	0.004583547347
472	0.004579553124
473	0.004562688912
474	0.00455910404
475	0.004542702097
476	0.004538949483
